DESTINATION,COMMERCIAL FLAG,CITY,REGION,COUNTRY,FLIGH DIRECTION,FLIGHT TYPE,DATE,DATE YEAR,DATE HALF YEAR,DATE YEAR QUARTER,DATE YEAR MONTH,NBR OF PASSENGERS,CARGO WEIGHT,NBR OF FLIGHTS,SEAT CAPACITY
Sarajevo,Commercial,Szarajevó,,Bosnia-Herczegovina,Outgoing,Scheduled,9/1/2009,2009,2009H2,2009Q3,200909,"1,395",0,30,"2,203"
Sarajevo,Commercial,Szarajevó,,Bosnia-Herczegovina,Outgoing,Scheduled,12/1/2010,2010,2010H2,2010Q4,201012,742,0,19,"1,444"
Sarajevo,Commercial,Szarajevó,,Bosnia-Herczegovina,Outgoing,Scheduled,10/1/2009,2009,2009H2,2009Q4,200910,"1,547",0,31,"2,324"
Sarajevo,Commercial,Szarajevó,,Bosnia-Herczegovina,Outgoing,Scheduled,7/1/2010,2010,2010H2,2010Q3,201007,"1,705",0,30,"2,405"
Sarajevo,Commercial,Szarajevó,,Bosnia-Herczegovina,Outgoing,Scheduled,6/1/2010,2010,2010H1,2010Q2,201006,"1,366",0,29,"2,046"
Sarajevo,Commercial,Szarajevó,,Bosnia-Herczegovina,Outgoing,Scheduled,5/1/2010,2010,2010H1,2010Q2,201005,"1,247",0,31,"2,197"
Sarajevo,Commercial,Szarajevó,,Bosnia-Herczegovina,Outgoing,Scheduled,1/1/2010,2010,2010H1,2010Q1,201001,958,0,27,"2,027"
Sarajevo,Commercial,Szarajevó,,Bosnia-Herczegovina,Incoming,Scheduled,4/1/2007,2007,2007H1,2007Q2,200704,"1,289",0,30,"2,197"
Sarajevo,Commercial,Szarajevó,,Bosnia-Herczegovina,Incoming,Scheduled,10/1/2007,2007,2007H2,2007Q4,200710,"1,799",0,31,"2,959"
Sarajevo,Commercial,Szarajevó,,Bosnia-Herczegovina,Incoming,Scheduled,9/1/2007,2007,2007H2,2007Q3,200709,"1,573",0,30,"2,940"
Sarajevo,Commercial,Szarajevó,,Bosnia-Herczegovina,Incoming,Scheduled,3/1/2008,2008,2008H1,2008Q1,200803,"1,522",0,30,"2,757"
Sarajevo,Commercial,Szarajevó,,Bosnia-Herczegovina,Incoming,Scheduled,6/1/2009,2009,2009H1,2009Q2,200906,"1,331",0,29,"2,678"
Sarajevo,Commercial,Szarajevó,,Bosnia-Herczegovina,Incoming,Scheduled,10/1/2009,2009,2009H2,2009Q4,200910,"1,693",0,31,"2,324"
Sarajevo,Commercial,Szarajevó,,Bosnia-Herczegovina,Incoming,Scheduled,8/1/2009,2009,2009H2,2009Q3,200908,"2,040",0,31,"2,343"
Sarajevo,Commercial,Szarajevó,,Bosnia-Herczegovina,Incoming,Scheduled,6/1/2010,2010,2010H1,2010Q2,201006,968,0,29,"2,046"
Sarajevo,Commercial,Szarajevó,,Bosnia-Herczegovina,Incoming,Scheduled,5/1/2010,2010,2010H1,2010Q2,201005,"1,094",0,31,"2,197"
Szczecin,Commercial,Sarajevo,,Poland,Incoming,Non Scheduled,12/1/2008,2008,2008H2,2008Q4,200812,0,0,1,189
St. Petersburg,Commercial,St. Petersburg,Russia UL,Russia,Incoming,Non Scheduled,1/1/2009,2009,2009H1,2009Q1,200901,152,0,2,312
St. Petersburg,Commercial,St. Petersburg,Russia UL,Russia,Outgoing,Scheduled,6/1/2011,2011,2011H1,2011Q2,201106,"1,368",0,16,"2,219"
St. Petersburg,Commercial,St. Petersburg,Russia UL,Russia,Outgoing,Scheduled,1/1/2007,2007,2007H1,2007Q1,200701,421,0,6,776
St. Petersburg,Commercial,St. Petersburg,Russia UL,Russia,Outgoing,Scheduled,3/1/2007,2007,2007H1,2007Q1,200703,43,0,1,115
St. Petersburg,Commercial,St. Petersburg,Russia UL,Russia,Outgoing,Scheduled,5/1/2009,2009,2009H1,2009Q2,200905,587,0,9,"1,133"
St. Petersburg,Commercial,St. Petersburg,Russia UL,Russia,Outgoing,Scheduled,10/1/2010,2010,2010H2,2010Q4,201010,438,0,6,726
St. Petersburg,Commercial,St. Petersburg,Russia UL,Russia,Incoming,Scheduled,4/1/2011,2011,2011H1,2011Q2,201104,283,1,3,481
St. Petersburg,Commercial,St. Petersburg,Russia UL,Russia,Incoming,Scheduled,4/1/2008,2008,2008H1,2008Q2,200804,253,0,3,393
St. Petersburg,Commercial,St. Petersburg,Russia UL,Russia,Incoming,Scheduled,12/1/2010,2010,2010H2,2010Q4,201012,160,0,1,168
St. Petersburg,Commercial,St. Petersburg,Russia UL,Russia,Incoming,Scheduled,9/1/2010,2010,2010H2,2010Q3,201009,"1,089",0,17,"2,127"
St. Petersburg,Commercial,St. Petersburg,Russia UL,Russia,Incoming,Scheduled,8/1/2010,2010,2010H2,2010Q3,201008,"1,415",0,18,"2,389"
St. Petersburg,Commercial,St. Petersburg,Russia UL,Russia,Outgoing,Non Scheduled,12/1/2009,2009,2009H2,2009Q4,200912,0,0,1,128
St. Petersburg,Commercial,St. Petersburg,Russia UL,Russia,Outgoing,Scheduled,11/1/2011,2011,2011H2,2011Q4,201111,356,0,4,460
St. Petersburg,Commercial,St. Petersburg,Russia UL,Russia,Outgoing,Scheduled,7/1/2007,2007,2007H2,2007Q3,200707,586,0,9,"1,138"
St. Petersburg,Commercial,St. Petersburg,Russia UL,Russia,Outgoing,Scheduled,5/1/2007,2007,2007H1,2007Q2,200705,535,0,9,"1,099"
St. Petersburg,Commercial,St. Petersburg,Russia UL,Russia,Outgoing,Scheduled,6/1/2008,2008,2008H1,2008Q2,200806,668,0,9,"1,092"
St. Petersburg,Commercial,St. Petersburg,Russia UL,Russia,Incoming,Scheduled,5/1/2007,2007,2007H1,2007Q2,200705,461,0,9,"1,097"
St. Petersburg,Commercial,St. Petersburg,Russia UL,Russia,Incoming,Scheduled,9/1/2007,2007,2007H2,2007Q3,200709,339,0,6,757
St. Petersburg,Commercial,St. Petersburg,Russia UL,Russia,Incoming,Scheduled,6/1/2008,2008,2008H1,2008Q2,200806,603,0,9,"1,113"
St. Petersburg,Commercial,St. Petersburg,Russia UL,Russia,Incoming,Scheduled,4/1/2010,2010,2010H1,2010Q2,201004,239,0,3,351
St. Petersburg,Commercial,St. Petersburg,Russia UL,Russia,Outgoing,Non Scheduled,6/1/2012,2012,2012H1,2012Q2,201206,174,0,3,345
St. Petersburg,Commercial,St. Petersburg,Russia UL,Russia,Incoming,Non Scheduled,4/1/2010,2010,2010H1,2010Q2,201004,0,0,1,122
St. Petersburg,Commercial,St. Petersburg,Russia UL,Russia,Incoming,Non Scheduled,5/1/2010,2010,2010H1,2010Q2,201005,0,0,1,0
St. Petersburg,Commercial,St. Petersburg,Russia UL,Russia,Outgoing,Scheduled,4/1/2011,2011,2011H1,2011Q2,201104,177,0,3,481
St. Petersburg,Commercial,St. Petersburg,Russia UL,Russia,Outgoing,Scheduled,12/1/2007,2007,2007H2,2007Q4,200712,35,0,1,147
St. Petersburg,Commercial,St. Petersburg,Russia UL,Russia,Outgoing,Scheduled,9/1/2007,2007,2007H2,2007Q3,200709,325,0,6,758
St. Petersburg,Commercial,St. Petersburg,Russia UL,Russia,Outgoing,Scheduled,9/1/2009,2009,2009H2,2009Q3,200909,664,0,8,845
St. Petersburg,Commercial,St. Petersburg,Russia UL,Russia,Outgoing,Scheduled,8/1/2009,2009,2009H2,2009Q3,200908,827,0,9,"1,076"
St. Petersburg,Commercial,St. Petersburg,Russia UL,Russia,Outgoing,Scheduled,10/1/2009,2009,2009H2,2009Q4,200910,250,0,3,327
St. Petersburg,Commercial,St. Petersburg,Russia UL,Russia,Outgoing,Scheduled,7/1/2010,2010,2010H2,2010Q3,201007,"1,538",0,15,"2,038"
St. Petersburg,Commercial,St. Petersburg,Russia UL,Russia,Outgoing,Scheduled,8/1/2010,2010,2010H2,2010Q3,201008,"1,581",0,18,"2,389"
St. Petersburg,Commercial,St. Petersburg,Russia UL,Russia,Incoming,Scheduled,10/1/2011,2011,2011H2,2011Q4,201110,"1,028",2,17,"2,044"
St. Petersburg,Commercial,St. Petersburg,Russia UL,Russia,Incoming,Scheduled,12/1/2011,2011,2011H2,2011Q4,201112,386,1,3,411
St. Petersburg,Commercial,St. Petersburg,Russia UL,Russia,Incoming,Scheduled,1/1/2011,2011,2011H1,2011Q1,201101,478,0,6,"1,080"
St. Petersburg,Commercial,St. Petersburg,Russia UL,Russia,Incoming,Scheduled,6/1/2011,2011,2011H1,2011Q2,201106,"1,357",1,16,"2,219"
St. Petersburg,Commercial,St. Petersburg,Russia UL,Russia,Incoming,Scheduled,10/1/2009,2009,2009H2,2009Q4,200910,234,0,3,327
St. Petersburg,Commercial,St. Petersburg,Russia UL,Russia,Incoming,Scheduled,7/1/2010,2010,2010H2,2010Q3,201007,"1,238",0,15,"2,038"
St. Petersburg,Commercial,St. Petersburg,Russia UL,Russia,Outgoing,Non Scheduled,12/1/2008,2008,2008H2,2008Q4,200812,0,0,1,180
St. Petersburg,Commercial,St. Petersburg,Russia UL,Russia,Outgoing,Scheduled,4/1/2007,2007,2007H1,2007Q2,200704,209,0,3,380
St. Petersburg,Commercial,St. Petersburg,Russia UL,Russia,Outgoing,Scheduled,8/1/2008,2008,2008H2,2008Q3,200808,677,0,10,"1,276"
St. Petersburg,Commercial,St. Petersburg,Russia UL,Russia,Outgoing,Scheduled,7/1/2009,2009,2009H2,2009Q3,200907,787,0,9,"1,005"
St. Petersburg,Commercial,St. Petersburg,Russia UL,Russia,Incoming,Scheduled,3/1/2007,2007,2007H1,2007Q1,200703,68,0,1,115
St. Petersburg,Commercial,St. Petersburg,Russia UL,Russia,Incoming,Scheduled,6/1/2009,2009,2009H1,2009Q2,200906,822,0,8,"1,073"
St. Petersburg,Commercial,St. Petersburg,Russia UL,Russia,Incoming,Scheduled,9/1/2009,2009,2009H2,2009Q3,200909,695,0,8,845
St. Petersburg,Commercial,St. Petersburg,Russia UL,Russia,Incoming,Scheduled,10/1/2010,2010,2010H2,2010Q4,201010,408,0,6,726
St. Petersburg,Commercial,St. Petersburg,Russia UL,Russia,Incoming,Non Scheduled,8/1/2009,2009,2009H2,2009Q3,200908,0,0,1,0
St. Petersburg,Commercial,St. Petersburg,Russia UL,Russia,Incoming,Non Scheduled,12/1/2009,2009,2009H2,2009Q4,200912,109,0,1,128
St. Petersburg,Commercial,St. Petersburg,Russia UL,Russia,Outgoing,Scheduled,9/1/2011,2011,2011H2,2011Q3,201109,"1,278",0,18,"2,200"
St. Petersburg,Commercial,St. Petersburg,Russia UL,Russia,Outgoing,Scheduled,7/1/2011,2011,2011H2,2011Q3,201107,"1,505",0,18,"2,330"
St. Petersburg,Commercial,St. Petersburg,Russia UL,Russia,Outgoing,Scheduled,4/1/2009,2009,2009H1,2009Q2,200904,115,0,3,398
St. Petersburg,Commercial,St. Petersburg,Russia UL,Russia,Incoming,Scheduled,9/1/2011,2011,2011H2,2011Q3,201109,"1,331",0,18,"2,200"
St. Petersburg,Commercial,St. Petersburg,Russia UL,Russia,Incoming,Non Scheduled,8/1/2008,2008,2008H2,2008Q3,200808,0,0,1,0
St. Petersburg,Commercial,St. Petersburg,Russia UL,Russia,Incoming,Non Scheduled,11/1/2009,2009,2009H2,2009Q4,200911,0,0,1,0
St. Petersburg,Commercial,St. Petersburg,Russia UL,Russia,Incoming,Non Scheduled,3/1/2010,2010,2010H1,2010Q1,201003,0,0,1,0
St. Petersburg,Commercial,St. Petersburg,Russia UL,Russia,Outgoing,Scheduled,12/1/2011,2011,2011H2,2011Q4,201112,44,0,3,410
St. Petersburg,Commercial,St. Petersburg,Russia UL,Russia,Outgoing,Scheduled,1/1/2012,2012,2012H1,2012Q1,201201,965,0,10,"1,562"
St. Petersburg,Commercial,St. Petersburg,Russia UL,Russia,Outgoing,Scheduled,6/1/2007,2007,2007H1,2007Q2,200706,569,0,8,"1,060"
St. Petersburg,Commercial,St. Petersburg,Russia UL,Russia,Outgoing,Scheduled,8/1/2007,2007,2007H2,2007Q3,200708,715,0,9,"1,113"
St. Petersburg,Commercial,St. Petersburg,Russia UL,Russia,Outgoing,Scheduled,4/1/2008,2008,2008H1,2008Q2,200804,109,0,3,393
St. Petersburg,Commercial,St. Petersburg,Russia UL,Russia,Outgoing,Scheduled,5/1/2008,2008,2008H1,2008Q2,200805,574,0,9,"1,098"
St. Petersburg,Commercial,St. Petersburg,Russia UL,Russia,Outgoing,Scheduled,6/1/2009,2009,2009H1,2009Q2,200906,843,0,8,"1,073"
St. Petersburg,Commercial,St. Petersburg,Russia UL,Russia,Outgoing,Scheduled,12/1/2010,2010,2010H2,2010Q4,201012,27,0,1,168
St. Petersburg,Commercial,St. Petersburg,Russia UL,Russia,Outgoing,Scheduled,6/1/2010,2010,2010H1,2010Q2,201006,"1,505",0,16,"2,276"
St. Petersburg,Commercial,St. Petersburg,Russia UL,Russia,Incoming,Scheduled,8/1/2011,2011,2011H2,2011Q3,201108,"1,533",1,18,"2,484"
St. Petersburg,Commercial,St. Petersburg,Russia UL,Russia,Incoming,Scheduled,7/1/2011,2011,2011H2,2011Q3,201107,"1,575",0,18,"2,330"
St. Petersburg,Commercial,St. Petersburg,Russia UL,Russia,Incoming,Scheduled,1/1/2007,2007,2007H1,2007Q1,200701,358,0,6,776
St. Petersburg,Commercial,St. Petersburg,Russia UL,Russia,Incoming,Scheduled,4/1/2007,2007,2007H1,2007Q2,200704,254,0,3,378
St. Petersburg,Commercial,St. Petersburg,Russia UL,Russia,Incoming,Scheduled,7/1/2007,2007,2007H2,2007Q3,200707,668,0,9,"1,138"
St. Petersburg,Commercial,St. Petersburg,Russia UL,Russia,Incoming,Scheduled,5/1/2008,2008,2008H1,2008Q2,200805,529,0,9,"1,098"
St. Petersburg,Commercial,St. Petersburg,Russia UL,Russia,Incoming,Scheduled,1/1/2008,2008,2008H1,2008Q1,200801,221,0,4,490
St. Petersburg,Commercial,St. Petersburg,Russia UL,Russia,Incoming,Scheduled,9/1/2008,2008,2008H2,2008Q3,200809,559,0,8,968
St. Petersburg,Commercial,St. Petersburg,Russia UL,Russia,Incoming,Scheduled,5/1/2009,2009,2009H1,2009Q2,200905,556,0,9,"1,133"
St. Petersburg,Commercial,St. Petersburg,Russia UL,Russia,Incoming,Scheduled,7/1/2009,2009,2009H2,2009Q3,200907,869,0,9,"1,005"
St. Petersburg,Commercial,St. Petersburg,Russia UL,Russia,Incoming,Scheduled,8/1/2009,2009,2009H2,2009Q3,200908,881,0,9,"1,076"
St. Petersburg,Commercial,St. Petersburg,Russia UL,Russia,Incoming,Scheduled,6/1/2010,2010,2010H1,2010Q2,201006,"1,434",0,16,"2,276"
St. Petersburg,Commercial,St. Petersburg,Russia UL,Russia,Outgoing,Non Scheduled,1/1/2009,2009,2009H1,2009Q1,200901,268,0,2,312
St. Petersburg,Commercial,St. Petersburg,Russia UL,Russia,Outgoing,Non Scheduled,1/1/2010,2010,2010H1,2010Q1,201001,232,0,2,264
St. Petersburg,Commercial,St. Petersburg,Russia UL,Russia,Incoming,Non Scheduled,6/1/2012,2012,2012H1,2012Q2,201206,243,0,3,345
St. Petersburg,Commercial,St. Petersburg,Russia UL,Russia,Incoming,Non Scheduled,1/1/2010,2010,2010H1,2010Q1,201001,126,0,2,264
St. Petersburg,Commercial,St. Petersburg,Russia UL,Russia,Outgoing,Scheduled,1/1/2011,2011,2011H1,2011Q1,201101,639,0,6,"1,080"
St. Petersburg,Commercial,St. Petersburg,Russia UL,Russia,Outgoing,Scheduled,1/1/2008,2008,2008H1,2008Q1,200801,307,0,4,492
St. Petersburg,Commercial,St. Petersburg,Russia UL,Russia,Outgoing,Scheduled,7/1/2008,2008,2008H2,2008Q3,200807,686,0,9,"1,170"
St. Petersburg,Commercial,St. Petersburg,Russia UL,Russia,Outgoing,Scheduled,9/1/2010,2010,2010H2,2010Q3,201009,"1,171",0,17,"2,127"
St. Petersburg,Commercial,St. Petersburg,Russia UL,Russia,Incoming,Scheduled,6/1/2007,2007,2007H1,2007Q2,200706,537,0,8,"1,050"
St. Petersburg,Commercial,St. Petersburg,Russia UL,Russia,Incoming,Scheduled,8/1/2008,2008,2008H2,2008Q3,200808,683,0,9,"1,161"
St. Petersburg,Commercial,St. Petersburg,Russia UL,Russia,Incoming,Scheduled,5/1/2010,2010,2010H1,2010Q2,201005,877,0,12,"1,545"
St. Petersburg,Commercial,St. Petersburg,Russia UL,Russia,Incoming,Non Scheduled,12/1/2008,2008,2008H2,2008Q4,200812,128,0,1,180
St. Petersburg,Commercial,St. Petersburg,Russia UL,Russia,Outgoing,Scheduled,10/1/2011,2011,2011H2,2011Q4,201110,"1,168",0,17,"2,044"
St. Petersburg,Commercial,St. Petersburg,Russia UL,Russia,Outgoing,Scheduled,8/1/2011,2011,2011H2,2011Q3,201108,"1,637",0,18,"2,484"
St. Petersburg,Commercial,St. Petersburg,Russia UL,Russia,Outgoing,Scheduled,5/1/2011,2011,2011H1,2011Q2,201105,"1,012",0,13,"1,655"
St. Petersburg,Commercial,St. Petersburg,Russia UL,Russia,Outgoing,Scheduled,9/1/2008,2008,2008H2,2008Q3,200809,531,0,8,974
St. Petersburg,Commercial,St. Petersburg,Russia UL,Russia,Outgoing,Scheduled,4/1/2010,2010,2010H1,2010Q2,201004,97,0,3,351
St. Petersburg,Commercial,St. Petersburg,Russia UL,Russia,Outgoing,Scheduled,5/1/2010,2010,2010H1,2010Q2,201005,"1,037",0,12,"1,545"
St. Petersburg,Commercial,St. Petersburg,Russia UL,Russia,Incoming,Scheduled,11/1/2011,2011,2011H2,2011Q4,201111,220,1,4,460
St. Petersburg,Commercial,St. Petersburg,Russia UL,Russia,Incoming,Scheduled,1/1/2012,2012,2012H1,2012Q1,201201,644,0,10,"1,562"
St. Petersburg,Commercial,St. Petersburg,Russia UL,Russia,Incoming,Scheduled,5/1/2011,2011,2011H1,2011Q2,201105,968,0,13,"1,655"
St. Petersburg,Commercial,St. Petersburg,Russia UL,Russia,Incoming,Scheduled,12/1/2007,2007,2007H2,2007Q4,200712,126,0,1,147
St. Petersburg,Commercial,St. Petersburg,Russia UL,Russia,Incoming,Scheduled,8/1/2007,2007,2007H2,2007Q3,200708,720,0,9,"1,114"
St. Petersburg,Commercial,St. Petersburg,Russia UL,Russia,Incoming,Scheduled,7/1/2008,2008,2008H2,2008Q3,200807,769,0,9,"1,170"
St. Petersburg,Commercial,St. Petersburg,Russia UL,Russia,Incoming,Scheduled,4/1/2009,2009,2009H1,2009Q2,200904,228,0,3,398
Singapore,Commercial,Singapore,,Singapore,Incoming,Non Scheduled,3/1/2009,2009,2009H1,2009Q1,200903,1,0,1,337
Skopje,Commercial,Skopje,,Macedonia,Outgoing,Non Scheduled,4/1/2012,2012,2012H1,2012Q2,201204,0,"7,579",3,0
Skopje,Commercial,Skopje,,Macedonia,Outgoing,Non Scheduled,2/1/2012,2012,2012H1,2012Q1,201202,0,"3,432",2,0
Skopje,Commercial,Skopje,,Macedonia,Outgoing,Scheduled,10/1/2011,2011,2011H2,2011Q4,201110,"3,526","7,292",48,"4,890"
Skopje,Commercial,Skopje,,Macedonia,Outgoing,Scheduled,7/1/2011,2011,2011H2,2011Q3,201107,"4,783","5,060",57,"5,589"
Skopje,Commercial,Skopje,,Macedonia,Outgoing,Scheduled,3/1/2011,2011,2011H1,2011Q1,201103,"1,981","5,704",37,"3,673"
Skopje,Commercial,Skopje,,Macedonia,Outgoing,Scheduled,6/1/2007,2007,2007H1,2007Q2,200706,"3,080",0,47,"3,885"
Skopje,Commercial,Skopje,,Macedonia,Outgoing,Scheduled,10/1/2007,2007,2007H2,2007Q4,200710,"2,000",0,47,"3,212"
Skopje,Commercial,Skopje,,Macedonia,Outgoing,Scheduled,7/1/2007,2007,2007H2,2007Q3,200707,"3,893",0,52,"4,452"
Skopje,Commercial,Skopje,,Macedonia,Outgoing,Scheduled,8/1/2008,2008,2008H2,2008Q3,200808,"2,309",0,53,"5,337"
Skopje,Commercial,Skopje,,Macedonia,Outgoing,Scheduled,10/1/2008,2008,2008H2,2008Q4,200810,"2,064",0,44,"3,262"
Skopje,Commercial,Skopje,,Macedonia,Outgoing,Scheduled,2/1/2009,2009,2009H1,2009Q1,200902,"1,176",0,24,"1,883"
Skopje,Commercial,Skopje,,Macedonia,Outgoing,Scheduled,5/1/2009,2009,2009H1,2009Q2,200905,"3,147",0,49,"4,989"
Skopje,Commercial,Skopje,,Macedonia,Outgoing,Scheduled,12/1/2010,2010,2010H2,2010Q4,201012,"1,933",0,32,"3,175"
Skopje,Commercial,Skopje,,Macedonia,Incoming,Scheduled,4/1/2007,2007,2007H1,2007Q2,200704,"1,950",0,47,"2,900"
Skopje,Commercial,Skopje,,Macedonia,Incoming,Scheduled,9/1/2008,2008,2008H2,2008Q3,200809,"3,418",0,47,"4,556"
Skopje,Commercial,Skopje,,Macedonia,Incoming,Scheduled,11/1/2008,2008,2008H2,2008Q4,200811,"2,011",0,38,"3,559"
Skopje,Commercial,Skopje,,Macedonia,Incoming,Scheduled,4/1/2009,2009,2009H1,2009Q2,200904,"2,645",0,47,"4,559"
Skopje,Commercial,Skopje,,Macedonia,Incoming,Scheduled,8/1/2009,2009,2009H2,2009Q3,200908,"5,729",0,62,"5,802"
Skopje,Commercial,Skopje,,Macedonia,Incoming,Scheduled,10/1/2010,2010,2010H2,2010Q4,201010,"2,501",0,48,"4,363"
Skopje,Commercial,Skopje,,Macedonia,Incoming,Scheduled,3/1/2010,2010,2010H1,2010Q1,201003,"1,446",0,39,"3,759"
Skopje,Commercial,Skopje,,Macedonia,Incoming,Scheduled,2/1/2010,2010,2010H1,2010Q1,201002,"1,404",0,34,"2,964"
Skopje,Commercial,Skopje,,Macedonia,Outgoing,Non Scheduled,1/1/2012,2012,2012H1,2012Q1,201201,0,"5,647",2,0
Skopje,Commercial,Skopje,,Macedonia,Incoming,Non Scheduled,4/1/2012,2012,2012H1,2012Q2,201204,0,"2,398",4,0
Skopje,Commercial,Skopje,,Macedonia,Incoming,Non Scheduled,12/1/2009,2009,2009H2,2009Q4,200912,0,0,2,70
Skopje,Commercial,Skopje,,Macedonia,Outgoing,Scheduled,11/1/2007,2007,2007H2,2007Q4,200711,"1,578",0,37,"3,148"
Skopje,Commercial,Skopje,,Macedonia,Outgoing,Scheduled,3/1/2008,2008,2008H1,2008Q1,200803,"1,834",0,40,"3,210"
Skopje,Commercial,Skopje,,Macedonia,Outgoing,Scheduled,4/1/2008,2008,2008H1,2008Q2,200804,"1,786",0,47,"4,172"
Skopje,Commercial,Skopje,,Macedonia,Outgoing,Scheduled,6/1/2008,2008,2008H1,2008Q2,200806,"3,885",0,47,"4,985"
Skopje,Commercial,Skopje,,Macedonia,Outgoing,Scheduled,7/1/2008,2008,2008H2,2008Q3,200807,"5,174",0,52,"6,354"
Skopje,Commercial,Skopje,,Macedonia,Outgoing,Scheduled,3/1/2009,2009,2009H1,2009Q1,200903,"1,924",0,41,"3,331"
Skopje,Commercial,Skopje,,Macedonia,Outgoing,Scheduled,8/1/2009,2009,2009H2,2009Q3,200908,"2,803",0,62,"5,619"
Skopje,Commercial,Skopje,,Macedonia,Outgoing,Scheduled,10/1/2010,2010,2010H2,2010Q4,201010,"2,266",0,48,"4,363"
Skopje,Commercial,Skopje,,Macedonia,Outgoing,Scheduled,6/1/2010,2010,2010H1,2010Q2,201006,"3,931",0,52,"5,388"
Skopje,Commercial,Skopje,,Macedonia,Outgoing,Scheduled,2/1/2010,2010,2010H1,2010Q1,201002,"1,448",0,34,"2,964"
Skopje,Commercial,Skopje,,Macedonia,Incoming,Scheduled,11/1/2011,2011,2011H2,2011Q4,201111,"2,461","1,647",35,"3,659"
Skopje,Commercial,Skopje,,Macedonia,Incoming,Scheduled,1/1/2007,2007,2007H1,2007Q1,200701,"1,552",0,34,"2,373"
Skopje,Commercial,Skopje,,Macedonia,Incoming,Scheduled,4/1/2008,2008,2008H1,2008Q2,200804,"1,903",0,47,"4,172"
Skopje,Commercial,Skopje,,Macedonia,Incoming,Scheduled,5/1/2008,2008,2008H1,2008Q2,200805,"2,271",0,48,"4,111"
Skopje,Commercial,Skopje,,Macedonia,Incoming,Scheduled,8/1/2008,2008,2008H2,2008Q3,200808,"5,308",0,53,"5,598"
Skopje,Commercial,Skopje,,Macedonia,Incoming,Scheduled,6/1/2009,2009,2009H1,2009Q2,200906,"2,812",0,52,"5,507"
Skopje,Commercial,Skopje,,Macedonia,Incoming,Scheduled,7/1/2009,2009,2009H2,2009Q3,200907,"3,545",0,62,"5,971"
Skopje,Commercial,Skopje,,Macedonia,Incoming,Scheduled,7/1/2010,2010,2010H2,2010Q3,201007,"3,508",0,57,"5,893"
Skopje,Commercial,Skopje,,Macedonia,Incoming,Scheduled,9/1/2010,2010,2010H2,2010Q3,201009,"3,723",0,54,"5,196"
Skopje,Commercial,Skopje,,Macedonia,Outgoing,Non Scheduled,7/1/2007,2007,2007H2,2007Q3,200707,48,0,1,67
Skopje,Commercial,Skopje,,Macedonia,Incoming,Non Scheduled,7/1/2010,2010,2010H2,2010Q3,201007,0,0,1,109
Skopje,Commercial,Skopje,,Macedonia,Outgoing,Scheduled,12/1/2011,2011,2011H2,2011Q4,201112,"2,269","5,623",29,"2,990"
Skopje,Commercial,Skopje,,Macedonia,Outgoing,Scheduled,9/1/2011,2011,2011H2,2011Q3,201109,"2,736","4,866",54,"5,209"
Skopje,Commercial,Skopje,,Macedonia,Outgoing,Scheduled,6/1/2011,2011,2011H1,2011Q2,201106,"3,860","7,473",47,"4,796"
Skopje,Commercial,Skopje,,Macedonia,Outgoing,Scheduled,2/1/2011,2011,2011H1,2011Q1,201102,"1,307","4,505",24,"2,298"
Skopje,Commercial,Skopje,,Macedonia,Outgoing,Scheduled,12/1/2007,2007,2007H2,2007Q4,200712,"1,783",0,33,"2,435"
Skopje,Commercial,Skopje,,Macedonia,Outgoing,Scheduled,6/1/2009,2009,2009H1,2009Q2,200906,"4,321",0,52,"5,507"
Skopje,Commercial,Skopje,,Macedonia,Outgoing,Scheduled,12/1/2009,2009,2009H2,2009Q4,200912,"2,102",0,33,"3,114"
Skopje,Commercial,Skopje,,Macedonia,Outgoing,Scheduled,9/1/2010,2010,2010H2,2010Q3,201009,"2,712",0,54,"5,196"
Skopje,Commercial,Skopje,,Macedonia,Incoming,Scheduled,8/1/2011,2011,2011H2,2011Q3,201108,"4,583",22,57,"5,513"
Skopje,Commercial,Skopje,,Macedonia,Incoming,Scheduled,1/1/2012,2012,2012H1,2012Q1,201201,"2,302","2,083",32,"3,374"
Skopje,Commercial,Skopje,,Macedonia,Incoming,Scheduled,7/1/2011,2011,2011H2,2011Q3,201107,"3,251",22,56,"5,506"
Skopje,Commercial,Skopje,,Macedonia,Incoming,Scheduled,3/1/2011,2011,2011H1,2011Q1,201103,"1,882",25,37,"3,673"
Skopje,Commercial,Skopje,,Macedonia,Incoming,Scheduled,6/1/2007,2007,2007H1,2007Q2,200706,"2,269",0,47,"3,885"
Skopje,Commercial,Skopje,,Macedonia,Incoming,Scheduled,7/1/2008,2008,2008H2,2008Q3,200807,"3,269",0,51,"6,242"
Skopje,Commercial,Skopje,,Macedonia,Incoming,Scheduled,2/1/2009,2009,2009H1,2009Q1,200902,"1,115",0,24,"1,889"
Skopje,Commercial,Skopje,,Macedonia,Incoming,Scheduled,3/1/2009,2009,2009H1,2009Q1,200903,"1,993",0,40,"3,222"
Skopje,Commercial,Skopje,,Macedonia,Incoming,Scheduled,4/1/2010,2010,2010H1,2010Q2,201004,"1,854",0,36,"3,669"
Skopje,Commercial,Skopje,,Macedonia,Incoming,Scheduled,5/1/2010,2010,2010H1,2010Q2,201005,"2,138",0,40,"4,029"
Skopje,Commercial,Skopje,,Macedonia,Outgoing,Non Scheduled,6/1/2008,2008,2008H1,2008Q2,200806,0,0,1,0
